ORIGIN_AIRPORT_ID,ORIGIN_STATE_ABR,CODE,NAME,AIRLINE_ID,UNIQUE_CARRIER_NAME,2019,2020,2021,2022
14696,IN,SBN,"South Bend, IN: South Bend International",19790,Delta Air Lines Inc.,18,0,1,2
14696,IN,SBN,"South Bend, IN: South Bend International",19977,United Air Lines Inc.,5,0,7,24
14696,IN,SBN,"South Bend, IN: South Bend International",20304,SkyWest Airlines Inc.,5496,2946,2364,3392
14696,IN,SBN,"South Bend, IN: South Bend International",20366,ExpressJet Airlines LLC d/b/a aha!,206,22,0,0
14696,IN,SBN,"South Bend, IN: South Bend International",20046,Air Wisconsin Airlines Corp,431,318,567,250
14696,IN,SBN,"South Bend, IN: South Bend International",20397,PSA Airlines Inc.,482,632,786,767
14696,IN,SBN,"South Bend, IN: South Bend International",20500,GoJet Airlines LLC d/b/a United Express,62,2,6,2
14696,IN,SBN,"South Bend, IN: South Bend International",20363,Endeavor Air Inc.,103,504,1642,427
14696,IN,SBN,"South Bend, IN: South Bend International",20378,Mesa Airlines Inc.,2,3,0,0
14696,IN,SBN,"South Bend, IN: South Bend International",20445,CommuteAir LLC dba CommuteAir,92,0,0,0
14696,IN,SBN,"South Bend, IN: South Bend International",20237,Trans States Airlines,106,53,0,0
14696,IN,SBN,"South Bend, IN: South Bend International",20368,Allegiant Air,706,649,740,706
13256,TX,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",19977,United Air Lines Inc.,648,156,589,562
13256,TX,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",19805,American Airlines Inc.,646,303,1098,1258
13256,TX,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",20304,SkyWest Airlines Inc.,101,67,213,179
13256,TX,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",20378,Mesa Airlines Inc.,1939,1045,1075,810
13256,TX,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",20398,Envoy Air,821,911,557,387
13256,TX,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",20366,ExpressJet Airlines LLC d/b/a aha!,766,437,0,0
13256,TX,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",20452,Republic Airline,33,4,0,0
13256,TX,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",20368,Allegiant Air,511,289,463,486
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",19790,Delta Air Lines Inc.,356,148,2,1
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20046,Air Wisconsin Airlines Corp,810,102,743,886
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20304,SkyWest Airlines Inc.,374,190,1,150
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20366,ExpressJet Airlines LLC d/b/a aha!,671,24,0,0
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20397,PSA Airlines Inc.,2975,1629,1941,1344
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20363,Endeavor Air Inc.,683,134,0,0
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20500,GoJet Airlines LLC d/b/a United Express,1,661,560,44
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20378,Mesa Airlines Inc.,236,89,0,0
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20237,Trans States Airlines,199,13,0,0
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20398,Envoy Air,425,0,0,0
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20445,CommuteAir LLC dba CommuteAir,276,144,0,0
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20427,Piedmont Airlines,124,185,119,279
10874,OH,CAK,"Akron, OH: Akron-Canton Regional",20416,Spirit Air Lines,468,320,345,238
11823,IN,FWA,"Fort Wayne, IN: Fort Wayne International",19790,Delta Air Lines Inc.,1,0,0,0
11823,IN,FWA,"Fort Wayne, IN: Fort Wayne International",20304,SkyWest Airlines Inc.,5184,3066,3025,3276
11823,IN,FWA,"Fort Wayne, IN: Fort Wayne International",20397,PSA Airlines Inc.,480,562,633,148
11823,IN,FWA,"Fort Wayne, IN: Fort Wayne International",20398,Envoy Air,613,266,228,118
11823,IN,FWA,"Fort Wayne, IN: Fort Wayne International",20500,GoJet Airlines LLC d/b/a United Express,1,0,2,1
11823,IN,FWA,"Fort Wayne, IN: Fort Wayne International",20363,Endeavor Air Inc.,185,463,993,404
11823,IN,FWA,"Fort Wayne, IN: Fort Wayne International",20452,Republic Airline,1,0,0,0
11823,IN,FWA,"Fort Wayne, IN: Fort Wayne International",20427,Piedmont Airlines,561,334,318,1080
11823,IN,FWA,"Fort Wayne, IN: Fort Wayne International",20368,Allegiant Air,628,659,765,761
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",19790,Delta Air Lines Inc.,108,1,2,1054
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",19393,Southwest Airlines Co.,1,0,1,2
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",19977,United Air Lines Inc.,6,4,11,13
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",20304,SkyWest Airlines Inc.,1755,403,927,860
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",20363,Endeavor Air Inc.,1601,1175,1509,286
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",20366,ExpressJet Airlines LLC d/b/a aha!,1771,768,0,0
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",20397,PSA Airlines Inc.,634,761,939,763
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",20378,Mesa Airlines Inc.,200,208,147,310
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",20398,Envoy Air,1288,1072,792,790
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",20452,Republic Airline,244,5,4,2
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",21477,Via Airlines d/b/a Sterling Airways,21,0,0,0
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",19930,Alaska Airlines Inc.,2,0,0,0
10781,LA,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",19805,American Airlines Inc.,1,1,1,3
14004,WA,PAE,"Everett, WA: Snohomish County",19687,Horizon Air,5322,2150,1857,3476
14004,WA,PAE,"Everett, WA: Snohomish County",20304,SkyWest Airlines Inc.,1603,573,270,1
14004,WA,PAE,"Everett, WA: Snohomish County",19930,Alaska Airlines Inc.,3,0,2,465
14004,WA,PAE,"Everett, WA: Snohomish County",19790,Delta Air Lines Inc.,1,2,0,0
10990,VA,CHO,"Charlottesville, VA: Charlottesville Albemarle",19790,Delta Air Lines Inc.,367,106,0,159
10990,VA,CHO,"Charlottesville, VA: Charlottesville Albemarle",20046,Air Wisconsin Airlines Corp,1128,613,1188,742
10990,VA,CHO,"Charlottesville, VA: Charlottesville Albemarle",20304,SkyWest Airlines Inc.,920,245,0,0
10990,VA,CHO,"Charlottesville, VA: Charlottesville Albemarle",20363,Endeavor Air Inc.,2002,1082,1180,1731
10990,VA,CHO,"Charlottesville, VA: Charlottesville Albemarle",20397,PSA Airlines Inc.,1123,965,675,390
10990,VA,CHO,"Charlottesville, VA: Charlottesville Albemarle",20500,GoJet Airlines LLC d/b/a United Express,1,0,0,0
10990,VA,CHO,"Charlottesville, VA: Charlottesville Albemarle",20427,Piedmont Airlines,1533,580,1690,1710
10990,VA,CHO,"Charlottesville, VA: Charlottesville Albemarle",20445,CommuteAir LLC dba CommuteAir,416,282,0,247
10990,VA,CHO,"Charlottesville, VA: Charlottesville Albemarle",20398,Envoy Air,1323,551,0,1
10990,VA,CHO,"Charlottesville, VA: Charlottesville Albemarle",20237,Trans States Airlines,6,2,0,0
10408,WI,ATW,"Appleton, WI: Appleton International",19790,Delta Air Lines Inc.,309,135,394,369
10408,WI,ATW,"Appleton, WI: Appleton International",20046,Air Wisconsin Airlines Corp,2055,1281,2191,1558
10408,WI,ATW,"Appleton, WI: Appleton International",20304,SkyWest Airlines Inc.,1988,498,532,1157
10408,WI,ATW,"Appleton, WI: Appleton International",20363,Endeavor Air Inc.,713,1324,1989,1153
10408,WI,ATW,"Appleton, WI: Appleton International",20500,GoJet Airlines LLC d/b/a United Express,386,168,0,0
10408,WI,ATW,"Appleton, WI: Appleton International",20398,Envoy Air,744,700,875,749
10408,WI,ATW,"Appleton, WI: Appleton International",20237,Trans States Airlines,4,0,0,0
10408,WI,ATW,"Appleton, WI: Appleton International",20368,Allegiant Air,491,575,707,1046
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",19393,Southwest Airlines Co.,1737,1129,1276,2065
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",19805,American Airlines Inc.,234,69,235,190
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",19977,United Air Lines Inc.,1,0,0,2
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",20422,Sun Country Airlines d/b/a MN Airlines,1,0,0,0
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",20304,SkyWest Airlines Inc.,69,287,1059,1365
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",20366,ExpressJet Airlines LLC d/b/a aha!,898,258,0,0
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",20378,Mesa Airlines Inc.,1679,835,1181,414
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",20398,Envoy Air,503,790,619,711
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",19687,Horizon Air,1,0,0,0
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",20237,Trans States Airlines,664,154,0,0
10279,TX,AMA,"Amarillo, TX: Rick Husband Amarillo International",21477,Via Airlines d/b/a Sterling Airways,30,0,0,0
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",19790,Delta Air Lines Inc.,271,113,110,387
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20046,Air Wisconsin Airlines Corp,653,812,1251,726
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20304,SkyWest Airlines Inc.,1038,347,49,193
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20397,PSA Airlines Inc.,3,52,0,0
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20366,ExpressJet Airlines LLC d/b/a aha!,139,89,0,0
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20363,Endeavor Air Inc.,638,635,892,830
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20500,GoJet Airlines LLC d/b/a United Express,66,2,1,31
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20378,Mesa Airlines Inc.,84,7,0,0
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20452,Republic Airline,26,2,132,372
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20427,Piedmont Airlines,3121,2041,2657,2528
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20237,Trans States Airlines,265,29,0,0
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20445,CommuteAir LLC dba CommuteAir,289,105,2,362
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20398,Envoy Air,382,180,0,0
14574,VA,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",20368,Allegiant Air,283,202,228,238
11648,MT,FCA,"Kalispell, MT: Glacier Park International",19687,Horizon Air,1176,1019,1285,991
11648,MT,FCA,"Kalispell, MT: Glacier Park International",19790,Delta Air Lines Inc.,698,414,600,632
11648,MT,FCA,"Kalispell, MT: Glacier Park International",19977,United Air Lines Inc.,377,395,738,758
11648,MT,FCA,"Kalispell, MT: Glacier Park International",20304,SkyWest Airlines Inc.,1449,1822,2208,1504
11648,MT,FCA,"Kalispell, MT: Glacier Park International",20500,GoJet Airlines LLC d/b/a United Express,25,0,0,0
11648,MT,FCA,"Kalispell, MT: Glacier Park International",20452,Republic Airline,73,16,30,10
11648,MT,FCA,"Kalispell, MT: Glacier Park International",21167,Compass Airlines,116,5,0,0
11648,MT,FCA,"Kalispell, MT: Glacier Park International",20398,Envoy Air,209,63,93,0
11648,MT,FCA,"Kalispell, MT: Glacier Park International",20237,Trans States Airlines,380,32,0,0
11648,MT,FCA,"Kalispell, MT: Glacier Park International",20368,Allegiant Air,224,185,234,188
13367,IL,MLI,"Moline, IL: Quad Cities International",19805,American Airlines Inc.,1,0,2,0
13367,IL,MLI,"Moline, IL: Quad Cities International",20046,Air Wisconsin Airlines Corp,419,400,468,495
13367,IL,MLI,"Moline, IL: Quad Cities International",20304,SkyWest Airlines Inc.,1436,383,769,1362
13367,IL,MLI,"Moline, IL: Quad Cities International",20366,ExpressJet Airlines LLC d/b/a aha!,116,63,0,0
13367,IL,MLI,"Moline, IL: Quad Cities International",20363,Endeavor Air Inc.,1035,718,1099,759
13367,IL,MLI,"Moline, IL: Quad Cities International",20500,GoJet Airlines LLC d/b/a United Express,3,0,0,30
13367,IL,MLI,"Moline, IL: Quad Cities International",20378,Mesa Airlines Inc.,694,575,695,281
13367,IL,MLI,"Moline, IL: Quad Cities International",20237,Trans States Airlines,1446,402,0,0
13367,IL,MLI,"Moline, IL: Quad Cities International",20398,Envoy Air,1007,670,709,1040
13367,IL,MLI,"Moline, IL: Quad Cities International",20452,Republic Airline,2,130,163,0
13367,IL,MLI,"Moline, IL: Quad Cities International",20368,Allegiant Air,428,364,431,418
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",19790,Delta Air Lines Inc.,200,78,169,2
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",19977,United Air Lines Inc.,129,175,361,564
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",20304,SkyWest Airlines Inc.,3008,2086,3177,2394
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",20046,Air Wisconsin Airlines Corp,180,25,4,0
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",20366,ExpressJet Airlines LLC d/b/a aha!,3,0,0,0
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",20500,GoJet Airlines LLC d/b/a United Express,246,1,0,0
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",20363,Endeavor Air Inc.,17,207,754,3
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",19930,Alaska Airlines Inc.,1,0,0,0
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",20378,Mesa Airlines Inc.,825,719,746,790
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",20397,PSA Airlines Inc.,109,171,4,0
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",20452,Republic Airline,326,183,179,27
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",20237,Trans States Airlines,794,180,0,0
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",20368,Allegiant Air,305,228,336,256
14457,SD,RAP,"Rapid City, SD: Rapid City Regional",19805,American Airlines Inc.,2,0,163,160
11977,WI,GRB,"Green Bay, WI: Green Bay Austin Straubel International",20500,GoJet Airlines LLC d/b/a United Express,194,650,248,98
11977,WI,GRB,"Green Bay, WI: Green Bay Austin Straubel International",19790,Delta Air Lines Inc.,326,36,243,375
11977,WI,GRB,"Green Bay, WI: Green Bay Austin Straubel International",19977,United Air Lines Inc.,10,0,6,12
11977,WI,GRB,"Green Bay, WI: Green Bay Austin Straubel International",20046,Air Wisconsin Airlines Corp,865,212,635,599
11977,WI,GRB,"Green Bay, WI: Green Bay Austin Straubel International",20304,SkyWest Airlines Inc.,2330,1094,709,1663
11977,WI,GRB,"Green Bay, WI: Green Bay Austin Straubel International",20363,Endeavor Air Inc.,899,1239,2256,1042
11977,WI,GRB,"Green Bay, WI: Green Bay Austin Straubel International",20366,ExpressJet Airlines LLC d/b/a aha!,362,7,0,0
11977,WI,GRB,"Green Bay, WI: Green Bay Austin Straubel International",20398,Envoy Air,1035,616,676,736
11977,WI,GRB,"Green Bay, WI: Green Bay Austin Straubel International",20452,Republic Airline,12,72,284,1
11977,WI,GRB,"Green Bay, WI: Green Bay Austin Straubel International",20237,Trans States Airlines,98,2,0,0
11977,WI,GRB,"Green Bay, WI: Green Bay Austin Straubel International",20436,Frontier Airlines Inc.,94,96,143,192
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",20046,Air Wisconsin Airlines Corp,812,559,146,681
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",20304,SkyWest Airlines Inc.,1444,380,64,105
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",20363,Endeavor Air Inc.,12,61,0,0
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",20366,ExpressJet Airlines LLC d/b/a aha!,135,157,0,0
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",20397,PSA Airlines Inc.,717,598,679,676
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",20398,Envoy Air,883,714,647,695
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",20500,GoJet Airlines LLC d/b/a United Express,2,0,157,1
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",20378,Mesa Airlines Inc.,695,410,694,645
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",20237,Trans States Airlines,456,131,0,0
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",20409,JetBlue Airways,1,0,0,0
14108,IL,PIA,"Peoria, IL: General Downing - Peoria International",20368,Allegiant Air,716,681,880,968
11252,FL,DAB,"Daytona Beach, FL: Daytona Beach International",20401,Silver Airways,145,2,1,0
11252,FL,DAB,"Daytona Beach, FL: Daytona Beach International",19790,Delta Air Lines Inc.,1709,1233,1365,1263
11252,FL,DAB,"Daytona Beach, FL: Daytona Beach International",20397,PSA Airlines Inc.,1501,1160,1680,1182
11252,FL,DAB,"Daytona Beach, FL: Daytona Beach International",20452,Republic Airline,39,14,91,1
11252,FL,DAB,"Daytona Beach, FL: Daytona Beach International",20366,ExpressJet Airlines LLC d/b/a aha!,3,0,0,0
11252,FL,DAB,"Daytona Beach, FL: Daytona Beach International",20409,JetBlue Airways,9,4,3,7
11252,FL,DAB,"Daytona Beach, FL: Daytona Beach International",19805,American Airlines Inc.,2,134,7,197
12206,TX,HRL,"Harlingen/San Benito, TX: Valley International",19393,Southwest Airlines Co.,1838,1064,1157,2173
12206,TX,HRL,"Harlingen/San Benito, TX: Valley International",20422,Sun Country Airlines d/b/a MN Airlines,109,96,106,141
12206,TX,HRL,"Harlingen/San Benito, TX: Valley International",20304,SkyWest Airlines Inc.,3,501,886,649
12206,TX,HRL,"Harlingen/San Benito, TX: Valley International",20363,Endeavor Air Inc.,93,79,0,0
12206,TX,HRL,"Harlingen/San Benito, TX: Valley International",20378,Mesa Airlines Inc.,619,248,275,123
12206,TX,HRL,"Harlingen/San Benito, TX: Valley International",20452,Republic Airline,80,24,0,0
12206,TX,HRL,"Harlingen/San Benito, TX: Valley International",20366,ExpressJet Airlines LLC d/b/a aha!,702,548,0,0
12206,TX,HRL,"Harlingen/San Benito, TX: Valley International",20398,Envoy Air,854,384,340,639
12206,TX,HRL,"Harlingen/San Benito, TX: Valley International",20436,Frontier Airlines Inc.,201,63,102,123
10208,GA,AGS,"Augusta, GA: Augusta Regional at Bush Field",19790,Delta Air Lines Inc.,842,234,316,80
10208,GA,AGS,"Augusta, GA: Augusta Regional at Bush Field",20304,SkyWest Airlines Inc.,165,2,0,564
10208,GA,AGS,"Augusta, GA: Augusta Regional at Bush Field",20363,Endeavor Air Inc.,1989,1642,2124,1452
10208,GA,AGS,"Augusta, GA: Augusta Regional at Bush Field",20397,PSA Airlines Inc.,1541,917,934,998
10208,GA,AGS,"Augusta, GA: Augusta Regional at Bush Field",20398,Envoy Air,188,400,241,597
10208,GA,AGS,"Augusta, GA: Augusta Regional at Bush Field",19805,American Airlines Inc.,5,0,0,9
10208,GA,AGS,"Augusta, GA: Augusta Regional at Bush Field",20452,Republic Airline,33,0,0,18
10208,GA,AGS,"Augusta, GA: Augusta Regional at Bush Field",20427,Piedmont Airlines,574,481,1059,767
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",19805,American Airlines Inc.,26,5,11,5
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",20304,SkyWest Airlines Inc.,1753,1081,710,916
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",20363,Endeavor Air Inc.,1380,1211,1446,914
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",20397,PSA Airlines Inc.,734,569,721,701
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",20366,ExpressJet Airlines LLC d/b/a aha!,947,544,0,0
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",20378,Mesa Airlines Inc.,515,17,129,156
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",20398,Envoy Air,1488,943,1349,1062
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",20452,Republic Airline,3,1,0,0
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",20368,Allegiant Air,183,145,193,185
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",20409,JetBlue Airways,1,0,1,0
14814,LA,SHV,"Shreveport, LA: Shreveport Regional",19790,Delta Air Lines Inc.,2,1,1,7
10666,WA,BLI,"Bellingham, WA: Bellingham International",19687,Horizon Air,1443,762,1320,1634
10666,WA,BLI,"Bellingham, WA: Bellingham International",19930,Alaska Airlines Inc.,214,0,1,0
10666,WA,BLI,"Bellingham, WA: Bellingham International",20304,SkyWest Airlines Inc.,1,1,0,0
10666,WA,BLI,"Bellingham, WA: Bellingham International",20368,Allegiant Air,1621,675,893,916
13422,AL,MOB,"Mobile, AL: Mobile Regional",19790,Delta Air Lines Inc.,345,86,33,533
13422,AL,MOB,"Mobile, AL: Mobile Regional",20304,SkyWest Airlines Inc.,1302,293,120,911
13422,AL,MOB,"Mobile, AL: Mobile Regional",20397,PSA Airlines Inc.,126,204,317,504
13422,AL,MOB,"Mobile, AL: Mobile Regional",20363,Endeavor Air Inc.,804,975,1556,913
13422,AL,MOB,"Mobile, AL: Mobile Regional",20366,ExpressJet Airlines LLC d/b/a aha!,1171,676,0,0
13422,AL,MOB,"Mobile, AL: Mobile Regional",20378,Mesa Airlines Inc.,1407,552,605,80
13422,AL,MOB,"Mobile, AL: Mobile Regional",20452,Republic Airline,2,0,0,0
13422,AL,MOB,"Mobile, AL: Mobile Regional",20398,Envoy Air,230,389,607,297
13422,AL,MOB,"Mobile, AL: Mobile Regional",20427,Piedmont Airlines,1302,926,978,568
13422,AL,MOB,"Mobile, AL: Mobile Regional",21477,Via Airlines d/b/a Sterling Airways,24,0,0,0
13422,AL,MOB,"Mobile, AL: Mobile Regional",20409,JetBlue Airways,2,0,0,1
13422,AL,MOB,"Mobile, AL: Mobile Regional",19977,United Air Lines Inc.,1,0,1,0
13422,AL,MOB,"Mobile, AL: Mobile Regional",20416,Spirit Air Lines,1,0,0,0
11140,TX,CRP,"Corpus Christi, TX: Corpus Christi International",19393,Southwest Airlines Co.,1316,862,809,1219
11140,TX,CRP,"Corpus Christi, TX: Corpus Christi International",19977,United Air Lines Inc.,38,0,7,9
11140,TX,CRP,"Corpus Christi, TX: Corpus Christi International",19805,American Airlines Inc.,2,1,0,1
11140,TX,CRP,"Corpus Christi, TX: Corpus Christi International",20366,ExpressJet Airlines LLC d/b/a aha!,1183,749,0,0
11140,TX,CRP,"Corpus Christi, TX: Corpus Christi International",20304,SkyWest Airlines Inc.,131,149,350,466
11140,TX,CRP,"Corpus Christi, TX: Corpus Christi International",20378,Mesa Airlines Inc.,1577,365,518,563
11140,TX,CRP,"Corpus Christi, TX: Corpus Christi International",20398,Envoy Air,1253,1356,2025,1311
11140,TX,CRP,"Corpus Christi, TX: Corpus Christi International",20452,Republic Airline,286,4,0,0
10627,ND,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",19790,Delta Air Lines Inc.,390,81,33,3
10627,ND,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",20046,Air Wisconsin Airlines Corp,245,156,0,0
10627,ND,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",20304,SkyWest Airlines Inc.,2578,2295,2668,2996
10627,ND,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",20366,ExpressJet Airlines LLC d/b/a aha!,23,0,0,0
10627,ND,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",20363,Endeavor Air Inc.,84,215,970,103
10627,ND,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",20378,Mesa Airlines Inc.,617,225,0,0
10627,ND,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",20452,Republic Airline,1,0,0,0
10627,ND,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",20237,Trans States Airlines,839,152,0,0
10627,ND,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",20368,Allegiant Air,442,339,388,396
10627,ND,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",20436,Frontier Airlines Inc.,76,51,76,67
10581,ME,BGR,"Bangor, ME: Bangor International",19977,United Air Lines Inc.,40,7,0,23
10581,ME,BGR,"Bangor, ME: Bangor International",19805,American Airlines Inc.,4,1,160,263
10581,ME,BGR,"Bangor, ME: Bangor International",19790,Delta Air Lines Inc.,12,2,16,4
10581,ME,BGR,"Bangor, ME: Bangor International",20363,Endeavor Air Inc.,1107,304,523,1669
10581,ME,BGR,"Bangor, ME: Bangor International",20397,PSA Airlines Inc.,1112,894,1149,1458
10581,ME,BGR,"Bangor, ME: Bangor International",20304,SkyWest Airlines Inc.,124,84,51,17
10581,ME,BGR,"Bangor, ME: Bangor International",20398,Envoy Air,196,3,183,193
10581,ME,BGR,"Bangor, ME: Bangor International",20500,GoJet Airlines LLC d/b/a United Express,179,0,44,4
10581,ME,BGR,"Bangor, ME: Bangor International",20452,Republic Airline,292,239,1273,801
10581,ME,BGR,"Bangor, ME: Bangor International",20366,ExpressJet Airlines LLC d/b/a aha!,417,7,0,0
10581,ME,BGR,"Bangor, ME: Bangor International",20427,Piedmont Airlines,1344,536,502,406
10581,ME,BGR,"Bangor, ME: Bangor International",20445,CommuteAir LLC dba CommuteAir,374,361,121,26
10581,ME,BGR,"Bangor, ME: Bangor International",20409,JetBlue Airways,1,0,0,0
10581,ME,BGR,"Bangor, ME: Bangor International",20368,Allegiant Air,397,335,394,365
10581,ME,BGR,"Bangor, ME: Bangor International",19930,Alaska Airlines Inc.,1,0,0,0
10372,CO,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",20304,SkyWest Airlines Inc.,6065,4299,5480,5908
11721,MI,FNT,"Flint, MI: Bishop International",19790,Delta Air Lines Inc.,356,120,1,0
11721,MI,FNT,"Flint, MI: Bishop International",20046,Air Wisconsin Airlines Corp,646,561,585,565
11721,MI,FNT,"Flint, MI: Bishop International",20304,SkyWest Airlines Inc.,704,195,113,130
11721,MI,FNT,"Flint, MI: Bishop International",20366,ExpressJet Airlines LLC d/b/a aha!,95,39,0,0
11721,MI,FNT,"Flint, MI: Bishop International",20363,Endeavor Air Inc.,672,231,1,0
11721,MI,FNT,"Flint, MI: Bishop International",20500,GoJet Airlines LLC d/b/a United Express,49,0,17,15
11721,MI,FNT,"Flint, MI: Bishop International",20397,PSA Airlines Inc.,26,675,920,458
11721,MI,FNT,"Flint, MI: Bishop International",20398,Envoy Air,907,503,833,755
11721,MI,FNT,"Flint, MI: Bishop International",20237,Trans States Airlines,181,128,0,0
11721,MI,FNT,"Flint, MI: Bishop International",20368,Allegiant Air,655,718,913,1293
